x	y	labels
-27.76163	-52.422157	0.0
6.1145835	-4.5037103	0.0
-7.4365463	-57.841515	0.0
24.145489	-1.8130057	0.0
37.929527	-47.105442	0.0
-29.614325	-60.85937	0.0
14.084063	-10.256058	0.0
1.3737224	-1.2363261	0.0
58.006237	0.9678076	0.0
10.486965	-25.466831	0.0
0.84200066	-38.121407	0.0
35.993717	12.570482	0.0
-29.765255	-58.58676	0.0
5.938493	-41.778492	0.0
39.589687	-58.21183	0.0
-28.471077	-50.07153	0.0
21.22349	-14.010943	0.0
8.583783	3.893841	0.0
17.19741	-3.1629546	0.0
62.140915	-13.035758	0.0
6.077731	-41.723537	0.0
-9.391196	1.533228	0.0
36.903526	21.011377	0.0
25.454199	-48.21628	0.0
40.03499	-63.995174	0.0
17.549252	-17.150011	0.0
-0.5423354	16.61206	0.0
18.218529	-30.090069	0.0
35.047756	-49.931675	0.0
13.298419	3.3558354	0.0
40.114098	15.767709	0.0
25.275581	-64.77431	0.0
21.23826	-61.30179	0.0
67.25495	9.669468	0.0
-1.1240468	38.534546	0.0
2.504245	-15.245914	0.0
-30.049677	-62.17258	0.0
26.198105	-58.805916	0.0
-6.298776	-25.157387	0.0
1.5458359	-9.90437	0.0
31.077929	-35.226494	0.0
2.0359097	-8.47501	0.0
61.413353	-24.282494	0.0
20.374178	16.534332	0.0
20.854237	-62.360348	0.0
11.154823	-10.955751	0.0
47.09761	-60.23553	0.0
-22.115726	-46.99265	0.0
32.039097	-1.5847871	0.0
27.756582	-66.004265	0.0
21.405674	-61.693386	0.0
28.183634	-36.21996	0.0
18.08303	-30.552244	0.0
-1.9087194	-29.109446	0.0
26.283022	-49.631725	0.0
23.94217	-0.38604465	0.0
30.420464	-10.6067095	0.0
-15.399912	1.2557076	0.0
40.90689	17.88476	0.0
-23.240301	-53.69657	0.0
-22.529516	-52.812847	0.0
-28.694025	-53.572556	0.0
27.734663	-56.64166	0.0
23.029175	5.8048105	0.0
1.382413	17.990505	0.0
58.92524	19.440388	0.0
54.40204	-18.549906	0.0
26.171118	-32.211353	0.0
-22.80429	-62.855473	0.0
5.228577	-5.882627	0.0
39.176975	-41.093506	0.0
-29.110842	-56.31968	0.0
27.307053	-24.252455	0.0
33.264103	-16.536396	0.0
10.204795	-5.571632	0.0
23.51695	-49.623756	0.0
22.46689	3.005229	0.0
-6.2490873	36.803886	0.0
-18.607079	11.040195	0.0
33.102207	-13.120376	0.0
33.316387	-21.027683	0.0
17.254139	-53.134388	0.0
46.53708	-15.633801	0.0
-10.635209	-63.543182	0.0
66.62514	20.979277	0.0
-22.938463	-64.53565	0.0
4.4106164	-53.391045	0.0
21.162788	-60.16862	0.0
1.5062343	18.910313	0.0
-25.12301	-45.82343	0.0
32.37531	-47.784073	0.0
17.780558	-51.91539	0.0
40.114174	21.08443	0.0
19.353735	-57.176445	0.0
34.43797	-46.083794	0.0
25.630676	-10.521026	0.0
50.9171	18.941477	0.0
18.298664	20.486288	0.0
23.183619	3.4934025	0.0
6.6719675	-38.345913	0.0
-17.612507	-43.99818	0.0
6.7792783	18.610477	0.0
1.4751338	-33.97658	0.0
26.365047	-15.936623	0.0
8.316355	-58.985992	0.0
33.895107	-10.542967	0.0
6.201606	3.6885395	0.0
11.315098	-31.378468	0.0
32.39362	-22.889711	0.0
11.650409	-51.221523	0.0
13.526174	3.873416	0.0
40.627186	-53.63435	0.0
5.6966686	15.812809	0.0
61.616383	-20.458118	0.0
42.852108	22.146694	0.0
-17.821466	-57.557384	0.0
16.435825	-4.0004306	0.0
1.084499	0.69000864	0.0
3.6057198	30.309301	0.0
26.52839	-65.1556	0.0
28.061424	-0.75945973	0.0
46.602158	-46.20303	0.0
33.95071	20.635288	0.0
47.125496	-57.388046	0.0
-6.8728247	-56.77329	0.0
2.504399	4.1246505	0.0
-12.724113	-2.1296499	0.0
2.293967	-27.641932	0.0
41.074707	19.766586	0.0
66.19124	10.890901	0.0
14.649795	-40.45113	0.0
55.975807	-13.715066	0.0
17.327826	-63.749424	0.0
9.814558	-26.912136	0.0
-20.940329	-4.1850963	0.0
20.968134	-62.086327	0.0
11.126238	-10.379617	0.0
61.575188	-13.015715	0.0
38.184547	-47.228855	0.0
49.8153	17.998764	0.0
20.348001	2.1511693	0.0
16.705702	-20.174911	0.0
42.47196	-51.194443	0.0
34.493427	-44.269314	0.0
38.234165	-60.32759	0.0
27.780579	-37.037304	0.0
-17.585863	8.473931	0.0
9.645558	-50.617695	0.0
10.873784	-58.01027	0.0
-19.049952	-53.203564	0.0
65.97508	15.192816	0.0
-10.518211	37.223297	0.0
54.23171	-11.441904	0.0
18.432808	8.403257	0.0
64.43457	-12.877217	0.0
-24.488445	-64.01626	0.0
61.129314	-25.213356	0.0
24.047089	-66.733765	0.0
2.7342575	-14.09992	0.0
-21.881613	-19.267202	0.0
12.191562	-20.82662	0.0
66.18533	9.263485	0.0
10.05669	-16.03057	0.0
-21.726696	-59.23523	0.0
-50.168125	-46.571407	0.0
-13.189771	-5.5438523	0.0
45.437878	-18.305216	0.0
-12.33371	12.394742	0.0
43.756752	-20.311289	0.0
51.454453	16.538815	0.0
9.809607	-33.403927	0.0
51.310455	-28.268993	0.0
62.50929	-9.409468	0.0
55.57964	-14.3779	0.0
39.440582	-24.24303	0.0
51.143936	17.29486	0.0
12.98303	-4.7202744	0.0
38.076244	14.723553	0.0
-17.861479	-54.51083	0.0
10.203596	4.2321186	0.0
35.441532	17.838634	0.0
30.858507	-41.337234	0.0
40.531105	-53.254257	0.0
27.880125	-57.661427	0.0
10.73981	6.3727937	0.0
-3.558334	-15.997058	0.0
-11.748867	-55.316982	0.0
39.17764	-42.725872	0.0
-0.78182477	-30.090292	0.0
-11.888634	-61.656696	0.0
-23.242489	-57.242958	0.0
3.248654	-24.320538	0.0
25.015558	-4.9024715	0.0
33.625984	-18.779043	0.0
4.3605394	3.088751	0.0
38.609844	-47.65848	0.0
6.21722	18.136095	0.0
29.172112	-56.39386	0.0
-24.180946	-4.605674	0.0
27.79783	-36.83487	0.0
7.680738	-28.236528	0.0
1.1779181	-24.949556	0.0
39.517147	-59.378895	0.0
16.914576	-16.312206	0.0
50.730495	-50.914536	0.0
9.888618	-10.889569	0.0
-3.1452851	-16.671333	0.0
53.46888	-15.884096	0.0
47.023438	-23.845194	0.0
57.586224	0.79674643	0.0
24.164106	-21.298307	0.0
45.943592	19.19388	0.0
-14.016227	4.306097	0.0
17.05048	-55.486023	0.0
0.6848874	-29.294207	0.0
24.288368	-34.63748	0.0
13.761109	-39.868244	0.0
62.444687	-12.657896	0.0
23.895144	-51.044147	0.0
31.051336	-42.164898	0.0
63.40272	-18.137527	0.0
23.717897	-3.7508156	0.0
-17.05986	6.9165883	0.0
1.6627251	-34.921654	0.0
-31.392836	-60.53619	0.0
10.688521	7.08544	0.0
1.7137686	-30.557722	0.0
11.186769	4.0846877	0.0
6.619473	-51.75856	0.0
-12.540782	-11.64509	0.0
-13.0809355	-44.40125	0.0
-15.263034	-67.78172	0.0
59.214962	-22.323397	0.0
5.593195	-36.934074	0.0
-21.084377	-3.9990652	0.0
44.901833	-15.997605	0.0
2.0379422	-15.124789	0.0
-21.340359	-43.119686	0.0
-9.542449	63.782345	0.0
43.619644	-20.927357	0.0
63.93584	4.6374965	0.0
-0.037184786	32.019028	0.0
21.043129	-39.372097	0.0
14.29289	-19.164898	0.0
11.934804	0.3616185	0.0
54.76213	-23.975283	0.0
9.473997	-9.98155	0.0
8.413578	18.235115	0.0
4.260912	-24.134274	0.0
3.9590776	-29.333939	0.0
52.51514	-19.132397	0.0
16.236864	-4.017496	0.0
10.6383915	-2.600329	0.0
12.040124	-47.30203	0.0
6.7750216	29.814857	0.0
18.138453	-45.633537	0.0
-1.4037613	23.145494	0.0
3.5805423	0.2866972	0.0
-8.942969	-55.224373	0.0
4.0852604	-16.568993	0.0
49.14601	-23.949474	0.0
39.070717	14.206571	0.0
29.572847	-12.607737	0.0
30.273333	-65.68595	0.0
-7.568259	-25.922693	0.0
-7.6138806	-71.15667	0.0
-12.272266	-9.0729	0.0
6.759239	-13.294741	0.0
30.457163	-40.117596	0.0
26.205326	-17.375328	0.0
-13.380677	5.8430257	0.0
25.896332	-65.37879	0.0
35.814384	-45.922894	0.0
17.786694	-18.41104	0.0
47.802826	18.38636	0.0
67.47417	19.627207	0.0
59.518024	4.0085897	0.0
23.404875	-49.511013	0.0
1.3886423	32.569534	0.0
-14.556746	-50.771255	0.0
-13.933872	-64.11119	0.0
-13.839247	-51.33615	0.0
-13.768155	11.821998	0.0
-1.7829328	-27.191473	0.0
48.4892	-23.013374	0.0
-1.9078313	-15.002774	0.0
39.12608	22.217943	0.0
63.506893	7.3853865	0.0
35.643448	-51.863903	0.0
-1.1911465	-17.30827	0.0
43.58743	-59.68257	0.0
61.180096	-16.93869	0.0
31.09726	-36.54172	0.0
12.265922	6.5744443	0.0
41.87598	14.359436	0.0
-12.027901	19.511229	0.0
23.567802	-33.194923	0.0
6.300252	-2.4469457	0.0
16.151493	-53.06883	0.0
-4.211267	-65.35045	0.0
-11.666731	-13.3933115	0.0
7.4515386	-8.827537	0.0
51.533627	-13.741341	0.0
16.803131	-17.98004	0.0
21.369871	-37.12429	0.0
23.931204	-0.91611665	0.0
1.7791467	17.323912	0.0
32.707203	-15.799524	0.0
18.231636	15.829935	0.0
11.13422	-29.427813	0.0
52.663704	-52.804268	0.0
46.428295	-46.733696	0.0
32.92539	-28.70733	0.0
53.773003	-20.20435	0.0
-4.442024	-22.268274	0.0
26.15619	6.26569	0.0
-0.36009917	-43.28976	0.0
3.9414563	-1.2698511	0.0
35.545708	-43.639812	0.0
18.26972	4.7077217	0.0
23.461435	-44.37796	0.0
17.606855	-45.79897	0.0
64.267876	13.165491	0.0
27.365776	-20.734612	0.0
4.4397693	-36.52932	0.0
0.23653369	-13.320329	0.0
50.551754	-48.093056	0.0
26.476454	-37.57275	0.0
52.688328	-7.0194163	0.0
5.289403	-14.359264	0.0
-2.2854831	17.112793	0.0
55.97329	11.720869	0.0
5.6673875	-43.96669	0.0
14.409205	-59.774883	0.0
8.759042	21.570404	0.0
-1.6954529	22.4101	0.0
10.62843	-46.153732	0.0
15.995353	1.2694898	0.0
40.084534	-52.922504	0.0
59.570335	-22.037642	0.0
-30.486525	12.17987	0.0
21.035439	6.161545	0.0
11.322167	-29.334715	0.0
11.256364	-19.87336	0.0
54.622616	-36.064026	0.0
-6.1121273	-69.34368	0.0
24.072191	-67.93772	0.0
-21.958002	-62.44036	0.0
-12.32715	11.807935	0.0
42.61271	-48.61795	0.0
37.73385	-6.1839104	0.0
30.94938	-44.683464	0.0
-5.3114953	-63.45801	0.0
2.8827465	32.04127	0.0
27.24277	-20.822151	0.0
7.8284974	-36.86486	0.0
44.615532	-47.838623	0.0
-7.527846	40.814114	0.0
58.800274	22.133812	0.0
-13.838923	2.1730914	0.0
26.822615	-35.16289	0.0
21.782547	6.730819	0.0
38.690536	-55.434525	0.0
58.765667	-22.996244	0.0
6.8778214	15.255569	0.0
14.053163	3.460159	0.0
9.078064	-19.303265	0.0
11.64449	-3.2925208	0.0
59.6558	-28.086008	0.0
55.444355	-51.964386	0.0
-21.104517	-42.022427	0.0
-11.193166	3.7846746	0.0
38.412563	-66.635765	0.0
43.475323	22.739946	0.0
-30.014639	-55.733902	0.0
13.512211	-64.02398	0.0
-38.40811	31.451365	0.0
-27.683077	7.260118	0.0
5.281952	-50.056324	0.0
48.108166	18.669867	0.0
58.44801	-20.913292	0.0
63.962067	18.061426	0.0
48.162327	-55.54657	0.0
-7.7086225	-59.413193	0.0
34.94199	-59.694782	0.0
0.36891985	-27.612057	0.0
58.378872	1.0013236	0.0
14.519343	-12.23696	0.0
52.076458	-43.253166	0.0
33.934795	-49.53125	0.0
0.39869574	-31.601969	0.0
-32.082767	-58.923805	0.0
27.505463	-37.360046	0.0
-4.4320135	-19.11828	0.0
-14.838247	12.752453	0.0
-29.791548	-62.231026	0.0
25.893087	-2.242066	0.0
60.10192	-8.212822	0.0
43.922596	-57.672234	0.0
49.712254	-21.336807	0.0
31.186958	-27.242592	0.0
30.712116	-15.911771	0.0
26.667055	-64.3953	0.0
9.764484	-4.9204316	0.0
0.12719046	0.5756813	0.0
21.90052	7.4897594	0.0
58.546917	-17.85357	0.0
-11.3885145	27.396835	0.0
38.852142	-11.027088	0.0
38.230602	12.14656	0.0
56.539658	3.1260273	0.0
6.015171	14.01892	0.0
54.718052	7.23163	0.0
58.003136	-28.207745	0.0
51.343925	-28.270926	0.0
18.96363	-45.95863	0.0
16.535347	4.5746303	0.0
-3.8822246	-23.823114	0.0
61.56196	-9.6676655	0.0
35.15997	-11.981283	0.0
3.042585	-29.24203	0.0
39.156963	-65.33736	0.0
31.13275	-20.404661	0.0
-31.63669	-56.17855	0.0
12.170302	2.2251747	0.0
66.601	-15.032638	0.0
32.897617	-5.71991	0.0
10.71201	-59.433804	0.0
64.84346	13.389313	0.0
18.74383	-12.984157	0.0
19.875908	-25.538532	0.0
56.901905	-12.909091	0.0
1.9985325	-8.21418	0.0
-23.809265	12.597071	0.0
48.926224	-23.281448	0.0
-22.22936	-47.507587	0.0
-7.688841	-60.581047	0.0
4.1427493	-54.778576	0.0
8.247109	-46.773575	0.0
2.1134315	18.068518	0.0
41.180542	-64.87128	0.0
40.24394	13.165244	0.0
17.62743	-53.317272	0.0
-26.71798	-59.948658	0.0
-1.087127	-36.320858	0.0
-23.297848	-58.579323	0.0
30.260878	-11.189406	0.0
-20.248247	-50.880432	0.0
15.808413	-25.993559	0.0
41.150017	-64.38499	0.0
-20.99395	10.246938	0.0
14.051237	-21.89666	0.0
1.1487514	-8.578341	0.0
3.4713492	-26.902071	0.0
-28.561592	-57.27474	0.0
35.00657	-32.502422	0.0
-12.560417	2.16128	0.0
-12.156249	-54.84031	0.0
2.3014028	-12.28832	0.0
1.1291459	-29.20478	0.0
20.666067	2.521444	0.0
60.16219	21.106241	0.0
0.91087633	-0.29908788	0.0
27.284018	-45.18836	0.0
-21.20205	-42.350544	0.0
-25.400352	-62.635197	0.0
56.51003	-18.357681	0.0
41.45247	-12.490027	0.0
14.338406	-11.452184	0.0
53.98141	-20.611153	0.0
-16.446934	-45.044727	0.0
59.540604	6.1746516	0.0
28.374548	-64.561356	0.0
34.620235	-33.435303	0.0
22.509995	-3.016421	0.0
-2.147609	-67.60717	0.0
41.63306	-48.667927	0.0
2.6728117	-26.494913	0.0
-12.5196905	-11.78212	0.0
-30.000898	-62.350307	0.0
53.500923	-44.657978	0.0
25.550922	-35.008057	0.0
30.616655	-14.9269285	0.0
-25.971378	-64.047585	0.0
-21.796059	-49.896954	0.0
1.7786043	-9.062813	0.0
24.31063	-21.103544	0.0
-26.873486	-8.474102	0.0
16.700201	19.334263	0.0
46.65175	-18.207571	0.0
60.329216	-20.959627	0.0
34.859997	-33.077114	0.0
56.0938	-15.616057	0.0
-21.454445	-47.001263	0.0
-15.3680525	-67.68417	0.0
40.27086	-62.683056	0.0
11.607229	-7.689368	0.0
11.335606	-3.3104072	0.0
22.282175	-3.891814	0.0
12.6980095	-9.502177	0.0
27.369957	2.2207742	0.0
-14.2134075	-56.85394	0.0
66.7489	-15.054631	0.0
56.25605	3.4666343	0.0
58.66986	22.248705	0.0
-7.3018055	-60.635143	0.0
20.924185	-55.219456	0.0
-25.539616	-2.1330242	0.0
0.82685584	3.2672868	0.0
-16.56224	-52.77715	0.0
3.8838444	-7.7811127	0.0
-19.952051	-41.92933	0.0
-18.03884	-47.41454	0.0
-15.202001	-40.911522	0.0
-12.162131	-2.5579793	0.0
4.6102123	35.617844	0.0
30.323187	3.5436563	0.0
5.4207625	-43.740757	0.0
-21.403202	-53.405148	0.0
16.550158	-4.134926	0.0
16.436708	-52.74367	0.0
26.881195	-35.102192	0.0
-21.202042	-43.299435	0.0
51.586876	-38.633118	0.0
3.6669888	-12.942378	0.0
37.667446	-31.404503	0.0
-21.091051	11.529997	0.0
66.922386	19.140545	0.0
44.173016	18.447626	0.0
19.995232	-56.872856	0.0
-16.746012	-48.295998	0.0
-7.8530755	31.3415	0.0
28.219877	-36.287334	0.0
32.28528	-47.460377	0.0
67.95174	19.56876	0.0
29.819473	-53.69788	0.0
33.48089	-19.830143	0.0
-18.79907	-14.121082	0.0
-8.378856	-62.36798	0.0
2.631882	14.52309	0.0
14.442293	-40.14014	0.0
60.200382	6.222268	0.0
51.915634	-49.663204	0.0
5.4321656	-10.225655	0.0
1.2969626	-46.38912	0.0
-13.665297	-3.7289786	0.0
58.990715	-32.68097	0.0
19.85021	-59.703747	0.0
62.324142	1.3010712	0.0
0.16857263	-13.235123	0.0
39.207188	-54.89256	0.0
35.11018	-42.649662	0.0
67.96415	18.710506	0.0
9.854859	-61.15891	0.0
5.987494	-19.6574	0.0
35.541405	13.358531	0.0
66.58417	19.186361	0.0
10.315272	-30.170235	0.0
23.97545	-67.02487	0.0
20.47245	-60.89437	0.0
52.535107	-42.694588	0.0
-27.149511	-56.995026	0.0
-5.8663573	-68.19178	0.0
9.580334	-18.436003	0.0
36.292805	16.164507	0.0
-17.870125	-9.308117	0.0
7.742021	17.487772	0.0
25.618631	-35.929688	0.0
35.159283	-24.47622	0.0
2.6453462	-31.557507	0.0
26.773565	-11.316405	0.0
33.527424	13.157009	0.0
10.491685	-36.23168	0.0
9.02735	-35.36339	0.0
18.545979	-63.508198	0.0
-9.769924	-53.561523	0.0
-0.4415524	-21.132631	0.0
38.35048	-64.70586	0.0
44.024208	19.07804	0.0
27.185137	-48.257977	0.0
6.7595935	-46.682842	0.0
60.676422	-30.391872	0.0
25.72247	-37.19767	0.0
57.419945	10.943983	0.0
66.261566	16.363907	0.0
3.5795739	-49.08496	0.0
-15.101388	-61.2339	0.0
65.628296	17.828835	0.0
33.138073	15.243599	0.0
43.960587	-18.67233	0.0
5.206062	37.630672	0.0
30.506363	-35.28401	0.0
43.1021	21.494059	0.0
-15.97849	-6.7585	0.0
23.636942	-43.97688	0.0
-21.921625	-62.356678	0.0
42.296394	15.549265	0.0
-17.415314	-56.101986	0.0
-13.072875	-67.1968	0.0
23.354353	-43.503334	0.0
57.155384	-12.675552	0.0
33.075367	-66.43308	0.0
18.641344	-50.958927	0.0
40.242622	-65.295	0.0
62.11412	20.413017	0.0
7.113755	-20.457888	0.0
65.25835	-14.910901	0.0
5.214059	-4.908519	0.0
64.33871	-16.839996	0.0
41.257854	-67.77039	0.0
-8.524899	22.521852	0.0
3.7590213	-8.8719015	0.0
59.395935	19.465034	0.0
-7.1247745	-65.35583	0.0
6.5918446	-9.420289	0.0
30.573689	-23.013384	0.0
-11.378215	-12.103308	0.0
-8.286524	-68.32871	0.0
43.515396	-56.374447	0.0
-26.727898	-47.43022	0.0
-5.4951067	-34.21983	0.0
39.92726	-65.09272	0.0
28.76119	-45.720577	0.0
25.690174	6.081956	0.0
28.012804	-20.86956	0.0
25.548649	4.6877227	0.0
-18.391048	-38.949192	0.0
-2.9247973	71.37975	0.0
37.691315	16.007294	0.0
-12.968209	-1.4500233	0.0
58.671776	22.581049	0.0
7.2796016	1.8421223	0.0
47.28455	15.721808	0.0
55.730103	-20.976246	0.0
21.699295	-55.05442	0.0
13.028985	-20.511963	0.0
32.137653	-18.81019	0.0
-12.783423	16.842123	0.0
-18.316479	-57.066986	0.0
39.01067	-50.480717	0.0
39.12152	-54.17957	0.0
18.117014	17.075424	0.0
-5.322431	-25.772837	0.0
50.662464	-39.294006	0.0
-28.646828	-57.135998	0.0
2.8528497	3.4191294	0.0
16.317719	4.940291	0.0
50.046898	16.30965	0.0
-18.200184	-53.943542	0.0
34.57518	-10.926854	0.0
36.29845	11.640877	0.0
16.89129	-49.864857	0.0
13.865411	-42.931892	0.0
-0.43876186	-40.940784	0.0
-12.828689	16.034279	0.0
-1.2327724	-23.462257	0.0
28.31094	-4.406338	0.0
64.207115	-21.0574	0.0
-24.57703	-45.522964	0.0
1.0130686	4.215521	0.0
28.682947	-16.65326	0.0
21.599842	-52.30307	0.0
26.119085	2.0162494	0.0
22.49542	-26.64767	0.0
37.68192	16.086132	0.0
-8.341683	-68.1178	0.0
38.94999	-69.67637	0.0
62.54271	-10.766102	0.0
40.513058	19.13338	0.0
6.1096873	-0.114833355	0.0
21.547903	2.66534	0.0
43.848225	16.786564	0.0
25.945183	5.9822664	0.0
17.842306	-63.396824	0.0
39.569977	-44.539593	0.0
57.762512	-13.163887	0.0
18.02859	1.5769621	0.0
1.3897171	-25.78957	0.0
51.569042	-8.253669	0.0
52.427055	15.756884	0.0
16.948214	-14.338911	0.0
-41.274605	7.869367	0.0
0.029446093	19.994087	0.0
-27.102774	-59.299873	0.0
4.903305	-42.113182	0.0
30.45843	-65.741776	0.0
36.554752	-32.922314	0.0
22.477543	-36.300568	0.0
8.349936	-43.934597	0.0
48.61889	-47.23301	0.0
10.251486	-59.31025	0.0
19.315836	-63.43124	0.0
29.245203	-53.21388	0.0
-4.2225795	23.429974	0.0
24.140728	-48.284466	0.0
27.970615	-43.98281	0.0
42.86258	16.27059	0.0
60.718105	-14.16199	0.0
-15.854989	-44.0553	0.0
41.39918	-7.63475	0.0
6.2998557	-30.717321	0.0
-2.2067006	35.505142	0.0
62.30294	-11.220133	0.0
31.02061	-41.358738	0.0
44.425304	-10.97752	0.0
23.09948	-32.29857	0.0
20.480042	2.1554117	0.0
64.996765	-10.334091	0.0
62.989407	17.461874	0.0
-21.59201	-55.36075	0.0
44.784325	-63.00734	0.0
11.362417	-41.70965	0.0
7.354962	-46.228626	0.0
29.670372	-1.4293076	0.0
45.691807	-20.548916	0.0
7.449999	-56.01799	0.0
50.69446	19.6418	0.0
1.1579485	-9.699611	0.0
3.272025	-8.634295	0.0
41.51757	-48.81723	0.0
-26.547678	-53.283455	0.0
36.980934	-69.79946	0.0
47.059605	-20.313503	0.0
3.60201	-43.095108	0.0
5.230898	-50.042484	0.0
42.68099	20.927588	0.0
46.824768	-57.384167	0.0
-18.85544	-9.575035	0.0
-12.506956	-9.623425	0.0
30.458889	-41.954723	0.0
55.199486	-35.606255	0.0
12.640779	-21.18221	0.0
5.380962	-12.648048	0.0
-25.21969	-50.342865	0.0
44.21985	-46.25431	0.0
33.05481	-57.691273	0.0
44.1386	-53.872078	0.0
-4.416271	-22.2128	0.0
-25.698309	-66.343315	0.0
15.543393	-7.9527164	0.0
11.461612	-5.9502387	0.0
9.461542	-24.762209	0.0
-6.268205	36.816994	0.0
46.34771	16.10002	0.0
-3.1985943	-14.951322	0.0
44.6498	-58.67212	0.0
-2.0821962	-15.495086	0.0
29.329319	-14.475599	0.0
16.826742	-52.15029	0.0
17.731186	-18.442116	0.0
37.24139	21.485987	0.0
-24.627943	-62.150536	0.0
39.20413	16.246626	0.0
30.257557	-7.3841586	0.0
1.1424962	-13.2668085	0.0
15.248613	-12.031754	0.0
35.271812	20.769352	0.0
49.200817	-12.128646	0.0
6.627116	-21.79636	0.0
52.398838	-8.073002	0.0
-4.63102	30.826355	0.0
33.5715	-65.56158	0.0
35.017513	21.08813	0.0
5.848336	17.843222	0.0
59.749718	8.766599	0.0
5.3815036	37.784363	0.0
31.576454	-37.111282	0.0
11.803752	-57.970222	0.0
5.206169	17.495358	0.0
-20.169138	-4.04004	0.0
-2.5315707	-38.091694	0.0
-14.295016	-64.13052	0.0
43.812386	-20.014408	0.0
5.269255	-25.137966	0.0
-20.657671	-42.849716	0.0
25.738676	-32.84039	0.0
23.720318	6.861632	0.0
-4.6728683	-39.005672	0.0
1.1603925	-21.992783	0.0
59.55918	5.272095	0.0
51.733803	-12.185897	0.0
8.476899	-48.99811	0.0
25.716953	-64.919655	0.0
-8.695914	-60.15597	0.0
1.1459417	-30.510765	0.0
59.021744	-23.554867	0.0
45.729214	-12.319844	0.0
29.26568	-0.6326186	0.0
14.200245	-7.456924	0.0
