x	y	labels
30.646786	0.68486685	0.0
25.61548	-22.996819	0.0
58.58225	-4.4517765	0.0
45.260696	-26.420893	0.0
60.566345	28.163256	0.0
50.071526	-7.982755	0.0
44.384277	30.797474	0.0
36.935223	-16.095175	0.0
44.015224	-15.921529	0.0
-9.57105	-18.68105	0.0
10.92929	-11.6960335	0.0
-17.49744	-19.778967	0.0
74.37078	-4.6378493	0.0
-23.06655	-26.663635	0.0
-1.5790474	4.2752366	0.0
57.16244	32.177246	0.0
23.91304	5.055142	0.0
-23.40148	-11.349697	0.0
42.54975	21.061123	0.0
18.813255	-14.607027	0.0
11.578017	14.124318	0.0
-14.445967	-13.841379	0.0
8.64451	-13.114176	0.0
77.798325	-3.6162698	0.0
-13.221271	-17.032576	0.0
1.1665273	2.6902792	0.0
-14.447686	-15.177673	0.0
33.350517	-36.198296	0.0
-36.632492	-7.720125	0.0
59.51137	-17.728518	0.0
-17.494036	29.1014	0.0
21.225101	-23.898476	0.0
-21.71193	19.580849	0.0
56.427876	22.38359	0.0
48.386715	36.42022	0.0
-13.117317	-15.992717	0.0
41.578896	22.762104	0.0
-2.115228	2.7256107	0.0
-26.660816	-4.534918	0.0
58.42418	24.81567	0.0
42.28503	-40.653027	0.0
71.47406	-15.820297	0.0
55.6975	34.066917	0.0
21.486435	-15.034451	0.0
-10.533263	-10.0771	0.0
-15.594826	-19.507969	0.0
-5.682025	-43.446987	0.0
11.180769	6.973465	0.0
71.0209	-17.458338	0.0
8.608595	21.814228	0.0
-28.07436	-10.624091	0.0
45.48614	10.183495	0.0
-16.117167	-28.957771	0.0
69.85868	-5.082326	0.0
26.22287	8.150731	0.0
-17.543388	1.6073333	0.0
-30.520802	20.724024	0.0
19.387978	-46.473995	0.0
52.284897	12.043527	0.0
-28.471928	10.533121	0.0
28.035053	-31.486715	0.0
-27.500204	-11.988873	0.0
21.280775	-16.86891	0.0
-4.9166236	12.376279	0.0
1.3883307	-7.8995924	0.0
49.313503	17.499363	0.0
41.56215	-24.500868	0.0
-29.227097	7.711416	0.0
32.965996	-11.342843	0.0
-6.644654	27.55343	0.0
63.38019	0.7886356	0.0
19.941362	-22.727657	0.0
-29.189964	7.9520755	0.0
45.109657	30.610683	0.0
-1.6239839	-31.523296	0.0
20.275557	-25.09688	0.0
-29.36993	10.430669	0.0
20.9329	-44.60073	0.0
19.46233	-46.331432	0.0
55.820118	39.197937	0.0
51.931778	33.94401	0.0
9.519335	-15.61018	0.0
-33.799774	22.604986	0.0
29.366997	7.8759375	0.0
-34.252094	22.71597	0.0
37.34892	-2.4896324	0.0
59.98335	21.778896	0.0
-2.8971448	-29.893284	0.0
68.81284	1.4558088	0.0
-37.41586	21.22199	0.0
17.132177	-39.45924	0.0
39.236576	-36.890842	0.0
57.14189	25.242746	0.0
-11.637584	14.3969555	0.0
-35.34049	-15.976501	0.0
39.71297	-51.146675	0.0
65.3898	33.734608	0.0
70.84308	-3.639872	0.0
-23.467052	-20.478615	0.0
44.302887	28.075449	0.0
67.994225	-18.573715	0.0
36.850502	-16.257116	0.0
70.42268	-4.5543847	0.0
31.703243	-24.419216	0.0
71.65156	-4.187316	0.0
-30.199709	30.007788	0.0
47.91128	17.820578	0.0
-27.054617	21.322893	0.0
1.9478596	11.536031	0.0
43.37743	-29.374088	0.0
-23.547478	8.97059	0.0
59.077805	26.99875	0.0
-22.423063	-10.941961	0.0
31.96906	-46.46032	0.0
-22.09689	-0.6789714	0.0
37.15597	-10.4308815	0.0
14.434681	-12.829688	0.0
1.6419047	1.7850164	0.0
67.66527	-1.4937377	0.0
52.37272	-6.019257	0.0
-8.257039	-1.9342918	0.0
39.85826	-28.69983	0.0
35.79195	-13.126905	0.0
66.36209	-11.9083605	0.0
23.707233	-2.0360143	0.0
2.6623886	28.133732	0.0
84.270325	-3.2391312	0.0
-7.1419806	-0.8857411	0.0
-13.065768	-20.16037	0.0
27.51497	4.095032	0.0
13.187782	23.137321	0.0
41.536743	46.53267	0.0
61.197304	-10.474414	0.0
73.69369	6.324448	0.0
-0.58699906	20.763582	0.0
2.7241108	11.601734	0.0
58.763405	31.47896	0.0
7.341869	-3.264221	0.0
63.66025	-11.618373	0.0
53.943676	13.327638	0.0
33.602013	-2.8206491	0.0
43.933327	-40.41121	0.0
41.69173	-48.322437	0.0
41.204075	-48.76585	0.0
81.32763	-3.1517053	0.0
-14.313852	4.236741	0.0
46.261787	23.078228	0.0
-3.4638784	20.672287	0.0
52.64528	15.026262	0.0
-18.667645	-13.40796	0.0
19.119701	-31.767036	0.0
29.314486	8.716654	0.0
37.12332	-10.158313	0.0
27.806305	-29.413235	0.0
-19.347044	-20.287283	0.0
21.83324	-43.03128	0.0
3.8458712	8.15432	0.0
-34.279224	8.543976	0.0
33.77095	-3.665339	0.0
23.119503	-10.867363	0.0
21.28588	-43.76567	0.0
-21.44154	4.912584	0.0
21.675728	-15.050332	0.0
36.955	-43.106064	0.0
24.186787	-16.577057	0.0
30.084234	-40.867844	0.0
44.717384	-22.10065	0.0
-18.24502	-11.622887	0.0
-32.265553	2.688489	0.0
24.594185	-31.571402	0.0
30.045311	35.31252	0.0
28.054434	-35.16446	0.0
12.765489	-28.995378	0.0
-3.1952584	4.7021303	0.0
36.78873	-11.273436	0.0
49.801422	13.442148	0.0
74.42652	0.8767404	0.0
16.95174	-38.815918	0.0
12.38074	-16.397764	0.0
22.46881	23.877169	0.0
-28.567755	6.7083697	0.0
-28.27707	30.100946	0.0
-36.000603	20.770758	0.0
33.970993	-6.202315	0.0
55.36184	39.016373	0.0
-34.1704	20.547039	0.0
-13.362142	-24.391596	0.0
-13.839987	-17.922653	0.0
35.172443	-47.10601	0.0
33.07671	-6.7732596	0.0
7.0093546	-18.477076	0.0
49.220554	17.039745	0.0
-15.570287	-1.3063264	0.0
-32.910946	19.061241	0.0
39.68777	16.538778	0.0
9.278023	21.172514	0.0
28.590496	-50.08818	0.0
52.394043	23.855194	0.0
-21.889614	6.3981476	0.0
-23.149517	2.3319285	0.0
57.042995	-1.8790619	0.0
47.593124	28.334675	0.0
-29.178673	-12.837045	0.0
-2.4075239	-17.149765	0.0
-20.908022	-14.835935	0.0
-15.155157	-16.277277	0.0
-47.15222	-5.4200916	0.0
-23.893137	-17.511856	0.0
3.4527338	26.778913	0.0
62.92707	35.859097	0.0
-16.698557	-23.71088	0.0
39.33175	46.30784	0.0
26.18376	-50.702103	0.0
6.724131	-18.73958	0.0
29.693869	30.044024	0.0
44.944054	7.66998	0.0
-1.299976	2.224053	0.0
-29.929165	26.31019	0.0
-20.416286	-25.819242	0.0
39.23083	49.05763	0.0
0.6181103	-21.226664	0.0
31.163267	-3.8875742	0.0
-17.001213	25.742222	0.0
-23.485083	-9.732431	0.0
67.521034	-3.0242994	0.0
43.24681	-41.92985	0.0
24.965647	-0.8865149	0.0
12.123553	0.07857778	0.0
39.089523	-20.667784	0.0
-26.074995	8.269164	0.0
29.935999	-55.177174	0.0
5.542904	12.576519	0.0
-17.346914	1.3864025	0.0
59.024803	-9.555093	0.0
7.1317253	-21.942122	0.0
55.667976	-1.1366549	0.0
8.044709	7.7077627	0.0
18.195314	-20.101667	0.0
46.467243	-47.268948	0.0
43.063824	-46.359417	0.0
54.10969	-3.2636564	0.0
-20.87479	-12.657359	0.0
29.784458	-48.547855	0.0
41.933468	8.07506	0.0
53.84668	-4.322635	0.0
5.1569	-14.998257	0.0
4.3026843	4.5240874	0.0
27.832489	-9.145877	0.0
-29.339851	8.790855	0.0
-40.26437	17.43406	0.0
71.59829	-12.5673895	0.0
-27.71348	7.660677	0.0
25.675592	-16.475512	0.0
28.408955	6.4579563	0.0
1.784869	19.220911	0.0
44.522926	30.79866	0.0
78.30543	-6.2109766	0.0
-27.8225	-0.23578085	0.0
31.62244	-23.309393	0.0
54.002277	22.05344	0.0
22.103561	26.201479	0.0
-24.531433	-11.014747	0.0
28.46673	4.5243783	0.0
64.481575	34.564915	0.0
43.113808	-42.89085	0.0
-32.978622	17.20817	0.0
68.2389	-6.5863366	0.0
36.73599	-2.0269237	0.0
30.49897	1.2719527	0.0
32.730274	-11.084029	0.0
46.063538	30.41064	0.0
53.781406	19.522224	0.0
20.143484	-15.001287	0.0
0.37948412	24.015226	0.0
-0.048117355	-18.421629	0.0
62.131542	-8.269411	0.0
32.203384	-31.968962	0.0
4.316304	29.269419	0.0
24.307938	2.5826967	0.0
7.231163	-2.681981	0.0
19.083748	-11.927054	0.0
57.91756	-23.992672	0.0
37.057667	-1.5118448	0.0
-8.035489	-2.4832752	0.0
56.497677	31.078062	0.0
36.90211	48.38244	0.0
55.193336	36.458813	0.0
27.322283	-49.37375	0.0
75.31584	-6.5553117	0.0
30.063549	35.31818	0.0
6.6878233	21.516657	0.0
-6.653663	-0.015906423	0.0
64.51115	34.562546	0.0
62.83301	16.398043	0.0
-15.613325	21.28409	0.0
37.665043	47.12659	0.0
11.2407	22.20624	0.0
-26.445635	10.564037	0.0
20.466942	-41.819664	0.0
10.244008	8.768556	0.0
-54.3029	16.542484	0.0
27.111414	18.670198	0.0
43.36521	26.002338	0.0
26.746452	39.004326	0.0
32.470444	-47.808914	0.0
-4.2957687	-24.38639	0.0
-11.360557	-23.856668	0.0
-11.273527	24.767809	0.0
41.879555	-8.126003	0.0
18.13742	-33.793015	0.0
-14.027102	25.833334	0.0
-19.453213	-17.778316	0.0
51.173473	21.569992	0.0
13.097284	-25.430275	0.0
39.968025	-12.548839	0.0
61.9315	-18.340975	0.0
-2.5880136	-22.189285	0.0
-27.385078	6.673176	0.0
-5.6309185	-15.429578	0.0
11.069808	-17.157782	0.0
67.585	-16.22891	0.0
35.078632	47.58605	0.0
39.724686	-0.6665975	0.0
4.9554105	26.69117	0.0
-5.8755264	22.006836	0.0
20.074512	-14.21032	0.0
25.313925	-11.332567	0.0
-22.322348	20.081793	0.0
38.03407	-0.7791588	0.0
79.70829	-9.460439	0.0
11.854056	-14.128441	0.0
35.356754	-18.011257	0.0
-3.5229034	-22.001064	0.0
15.345002	-18.738338	0.0
-35.01127	20.508396	0.0
6.990581	12.074502	0.0
43.97087	27.738182	0.0
40.88446	-40.73076	0.0
43.98132	-21.751858	0.0
18.634214	25.33704	0.0
60.882824	0.14080799	0.0
13.711047	16.63917	0.0
34.829094	-47.773323	0.0
22.207895	-28.866304	0.0
9.180288	-11.019828	0.0
31.497538	42.929535	0.0
42.656063	-24.66597	0.0
34.906357	-47.470463	0.0
27.967619	3.6970782	0.0
29.08067	-42.524338	0.0
23.189175	9.794368	0.0
70.91258	-17.221943	0.0
-29.439823	10.606004	0.0
23.898201	-3.0025952	0.0
30.59512	0.67659575	0.0
51.67959	-3.315546	0.0
43.788673	14.667973	0.0
20.854515	-11.595377	0.0
41.278877	27.21273	0.0
51.753204	20.007923	0.0
-19.837606	-28.85883	0.0
34.453594	-49.400658	0.0
-20.214481	-24.642141	0.0
32.35547	2.2452507	0.0
47.226753	21.138945	0.0
28.633818	-50.154034	0.0
18.299324	30.188076	0.0
-0.18109052	5.8657246	0.0
58.20933	17.34499	0.0
29.530779	0.43084884	0.0
5.902606	-4.553899	0.0
28.214582	3.0937433	0.0
26.277763	-44.093437	0.0
-19.47315	-15.427745	0.0
25.91609	-47.670315	0.0
29.331404	-4.3659196	0.0
-26.377907	-14.270514	0.0
0.88224524	2.8875716	0.0
5.817649	24.133118	0.0
-29.799723	26.511923	0.0
-36.60125	24.71226	0.0
43.38801	-47.453403	0.0
57.950886	-8.456478	0.0
4.3535824	-9.416565	0.0
-6.2141623	5.905062	0.0
63.856575	42.157494	0.0
83.69855	-3.4927914	0.0
-4.2628922	6.7053432	0.0
51.466476	18.12821	0.0
25.037424	-18.254606	0.0
63.451443	-4.368491	0.0
21.93729	-21.485168	0.0
47.435165	11.074881	0.0
-4.220163	6.728695	0.0
-20.11279	-19.077433	0.0
-30.701466	23.74224	0.0
39.78275	15.840537	0.0
47.932064	-39.855694	0.0
54.16076	33.852932	0.0
-22.470444	-13.095407	0.0
39.953552	46.391865	0.0
-13.283504	-15.155964	0.0
3.5398371	7.976246	0.0
29.077606	-22.168688	0.0
81.153786	-4.189979	0.0
-7.071994	14.248364	0.0
-8.289769	24.67205	0.0
38.493362	-31.701551	0.0
54.725655	31.31744	0.0
51.9568	28.60029	0.0
-4.6676116	-1.797597	0.0
52.383846	31.274883	0.0
-17.933289	-28.857292	0.0
-10.317331	10.428366	0.0
40.879105	12.759212	0.0
47.55704	37.549187	0.0
-10.948398	14.47892	0.0
50.123997	17.74455	0.0
-21.35787	3.5060792	0.0
17.431988	-9.315816	0.0
45.660145	-41.184525	0.0
42.388535	-44.39484	0.0
46.692326	-15.550212	0.0
13.804588	-17.232038	0.0
-5.6296034	-16.23831	0.0
42.37393	15.51215	0.0
56.349674	-7.104161	0.0
-30.427086	3.6797853	0.0
-8.795821	9.697711	0.0
20.60286	-18.520567	0.0
32.30768	-40.997753	0.0
-14.187787	4.8584194	0.0
12.102727	-11.086225	0.0
39.253117	46.43827	0.0
-5.4369764	1.3008904	0.0
83.01461	-5.678436	0.0
62.655777	34.366047	0.0
66.60587	-23.529472	0.0
17.702818	-16.146278	0.0
-17.385761	-20.224474	0.0
42.017727	14.469965	0.0
58.667202	30.140434	0.0
55.80349	33.93306	0.0
24.450476	-1.3695288	0.0
67.88349	-20.183426	0.0
-5.363984	-0.8591244	0.0
79.90669	-3.2588112	0.0
7.3986354	10.452053	0.0
-10.408536	6.7028713	0.0
48.89247	-21.931795	0.0
21.96335	28.819098	0.0
54.761047	-7.5249114	0.0
33.243828	-11.870437	0.0
48.89468	-21.939234	0.0
8.285925	10.826175	0.0
53.54433	-4.3810687	0.0
45.225456	-24.711308	0.0
-26.543388	21.934708	0.0
59.89373	39.326168	0.0
34.436386	-31.782515	0.0
24.13538	-17.565664	0.0
56.94407	39.236103	0.0
-14.529673	-15.215561	0.0
51.63538	-27.299183	0.0
29.039856	-22.162434	0.0
63.659824	40.23301	0.0
-27.401838	3.949654	0.0
27.898493	-29.444126	0.0
39.698013	-33.037052	0.0
48.946518	-21.883507	0.0
28.327736	-40.265785	0.0
25.85797	27.478628	0.0
37.050575	48.229828	0.0
14.871628	28.993036	0.0
-22.993305	-15.39203	0.0
24.835636	10.666476	0.0
1.2565203	0.11237016	0.0
-21.719269	9.196661	0.0
36.16223	-44.362656	0.0
-16.817709	29.142792	0.0
36.91106	-16.754642	0.0
69.77636	-5.012141	0.0
43.656055	19.545029	0.0
44.63142	7.548887	0.0
14.106861	-13.177721	0.0
14.343186	-12.828558	0.0
34.300312	-4.161847	0.0
25.82927	11.153526	0.0
36.285854	48.694893	0.0
-27.754005	-14.236513	0.0
44.445168	-14.961427	0.0
73.9624	-11.975647	0.0
30.605785	9.903801	0.0
46.29217	-44.637432	0.0
12.504891	17.164927	0.0
-3.653677	-28.102709	0.0
-17.802542	-15.423903	0.0
34.71297	-33.421036	0.0
-4.241489	-43.453846	0.0
30.760681	-29.3983	0.0
8.6511345	-7.6377735	0.0
47.54553	13.23328	0.0
9.638936	18.75055	0.0
75.296814	0.94415575	0.0
18.462172	-30.073465	0.0
73.34531	-1.6082486	0.0
15.161676	-38.650646	0.0
25.067926	13.204197	0.0
22.13497	5.7106853	0.0
72.91627	-1.8697914	0.0
35.130386	-30.500067	0.0
41.405178	-52.92642	0.0
67.5172	-24.8369	0.0
-27.668917	4.8221073	0.0
6.7274594	-13.747368	0.0
68.50988	-1.1402065	0.0
-9.335683	1.9059176	0.0
-34.25963	19.067339	0.0
44.457073	-6.5699844	0.0
28.802937	-40.110104	0.0
3.1304965	-14.088691	0.0
-29.003345	-10.499398	0.0
-27.781199	23.794916	0.0
59.556152	22.382847	0.0
37.777016	-53.669575	0.0
-27.969717	-12.897024	0.0
26.232124	13.604428	0.0
-24.363327	-4.213367	0.0
18.2729	33.958973	0.0
66.15295	-6.960407	0.0
-16.260237	-20.218313	0.0
36.883884	48.27855	0.0
37.788937	-53.595665	0.0
-32.208755	19.627739	0.0
60.6112	-14.03171	0.0
26.474339	-27.615612	0.0
30.712488	-51.846478	0.0
39.35409	-49.759792	0.0
13.88148	-11.283376	0.0
-14.82208	23.554209	0.0
-18.363462	-18.786049	0.0
22.415924	-3.8013618	0.0
42.20305	-35.187656	0.0
13.773252	-11.196883	0.0
-26.067099	21.990536	0.0
22.709415	-19.513609	0.0
-12.553695	-34.54143	0.0
29.989477	0.1733044	0.0
49.59768	14.463887	0.0
30.937567	-34.757793	0.0
33.256084	-33.24366	0.0
-0.08039423	-28.259315	0.0
-8.917517	13.648774	0.0
47.399845	-40.15611	0.0
42.152637	-17.386606	0.0
-23.136646	24.425232	0.0
20.216396	-11.926997	0.0
40.018593	9.044314	0.0
38.779617	-47.254276	0.0
-19.87086	-14.339467	0.0
48.24666	11.689553	0.0
63.505497	-0.21069258	0.0
30.192991	-46.24411	0.0
-21.504517	27.606443	0.0
74.66934	-1.5477043	0.0
50.288124	10.06159	0.0
9.358835	26.104189	0.0
18.949547	-25.45954	0.0
71.045784	1.5506493	0.0
0.8493493	5.1413016	0.0
35.522835	-15.252051	0.0
59.00954	-6.2735033	0.0
26.043295	3.2928214	0.0
-35.53517	-12.680915	0.0
62.62211	28.701218	0.0
26.356089	-48.92819	0.0
-21.85313	10.97748	0.0
56.274506	16.32476	0.0
13.618273	22.216457	0.0
-31.10281	21.618816	0.0
5.5783925	-14.4059925	0.0
28.959011	7.691224	0.0
30.982958	-53.311916	0.0
-25.635498	26.318567	0.0
26.6233	-54.992043	0.0
56.415806	-9.435465	0.0
-4.5085115	-46.295254	0.0
29.924828	8.839479	0.0
23.478926	-1.4861082	0.0
74.549225	-1.7973303	0.0
52.642242	15.253645	0.0
61.55434	-7.9660482	0.0
-24.822844	22.41913	0.0
-23.718807	-23.40564	0.0
-12.829734	13.570522	0.0
-28.520897	-12.870054	0.0
8.932084	-11.491327	0.0
